"27974";"Мысовое";"Ленинский район, Республика Крым";"35.833842,45.444324"
"27975";"Мачехи";"Полтавский район, Полтавская область, Украина";"34.427421,49.520852"
"27976";"Мазанка";"Симферопольский район, Республика Крым";"34.25534,45.003907"
"27977";"Мацковцы";"Лубенский район, Полтавская область, Украина";"32.958137,49.892987"
"27978";"Maidan";"Mezhgorsky District, Zakarpattia District, Ukraine";"23.501895,48.611546"
"27979";"Макеевка";"Кременский район, Луганская область, Украина";"37.9836,49.219992"
"27980";"Макеевка";"Варвинский район, Черниговская область, Украина";"32.498056,50.422454"
"27981";"Макеевка";"Носовский район, Черниговская область, Украина";"31.834578,50.670173"
"27982";"Makov";"Dunaevetsky District, Khmelnitsky District, Ukraine";"26.694624,48.787813"
"27983";"Makoshyne";"Mena District, Chernihiv Region, Ukraine";"32.333808,51.466663"
"27984";"Makariv";"Makariv District, Kyiv Region, Ukraine";"29.814851,50.467221"
"27986";"Maximovca";"Ternopil District, Ukraine";"25.902454,49.600223"
"27987";"Максимовичи";"Полесский район, Киевская область, Украина";"29.617392,51.195362"
"27989";"Малин";"Житомирская область, Украина";"29.27004,50.769008"
"27990";"Малинск";"Березновский район, Ровенская область, Украина";"26.547759,51.094759"
"27991";"Mala Danylivka";"Derhachi District, Kharkiv Region, Ukraine";"36.156714,50.06869"
"27992";"Мамалыга";"Новоселицкий район, Черновицкая область, Украина";"26.587491,48.255582"
"28012";"Матусов";"Шполянский район, Черкасская область, Украина";"31.560807,49.050256"
"28013";"Магдалиновка";"Магдалиновский район, Днепропетровская область, Украина";"34.918225,48.915744"
"28014";"Магдалиновка";"Чаплинский район, Херсонская область, Украина";"33.460556,46.49383"
"28015";"Магеров";"Жолковский район, Львовская область, Украина";"23.699372,50.108766"
"28016";"Княгининок";"Луцкий район, Волынская область, Украина";"25.267669,50.796822"
"28017";"Маяки";"Беляевский район, Одесская область, Украина";"30.273099,46.41226"
"28018";"Маяки";"Окнянский район, Одесская область, Украина";"29.563709,47.440796"
"28019";"Машевка";"Машевский район, Полтавская область, Украина";"34.870093,49.444485"
"28020";"Машево";"Семеновский район, Черниговская область, Украина";"32.801327,52.088691"
"28021";"Нечаянное";"Николаевский район, Николаевская область, Украина";"31.55213,46.941746"
"28022";"Недогарки";"Александрийский район, Кировоградская область, Украина";"33.261174,48.784405"
"28023";"Недогарки";"Кременчугский район, Полтавская область, Украина";"33.266618,49.17157"
"28024";"Недригайлов";"Недригайловский район, Сумская область, Украина";"33.881111,50.834013"
"28025";"Недайвода";"Криворожский район, Днепропетровская область, Украина";"33.365613,48.144132"
"28026";"Недашки";"Малинский район, Житомирская область, Украина";"29.233982,50.975633"
"28027";"Некрасово";"Винницкий район, Винницкая область, Украина";"28.218329,49.204313"
"28028";"Немовичи";"Сарненский район, Ровенская область, Украина";"26.641031,51.257977"
"28029";"Немиров";"Винницкая область, Украина";"28.843772,48.979415"
"28030";"Немиров";"Яворовский район, Львовская область, Украина";"23.437711,50.10189"
"28031";"Неполоковцы";"Кицманский район, Черновицкая область, Украина";"25.646919,48.391952"
"28032";"Нерубайка";"Новоархангельский район, Кировоградская область, Украина";"30.688507,48.660629"
"28033";"Нехаевка";"Черниговская область, Украина";"32.810732,51.489319"
"28034";"Нобель";"Заречненский район, Ровенская область, Украина";"25.761787,51.868043"
"28047";"Новое";"Мелитопольский район, Запорожская область, Украина";"35.277623,46.783764"
"28048";"Новое";"Токмакский район, Запорожская область, Украина";"35.798646,47.344909"
"28051";"Новомосковск";"Днепропетровская область, Украина";"35.228772,48.637915"
"28077";"Новотроицкое";"Волновахский район, Донецкая область, Украина";"37.576151,47.717173"
"28078";"Новотроицкое";"Добропольский район, Донецкая область, Украина";"37.218127,48.578725"
"28079";"Новотроицкое";"Покровский район, Донецкая область, Украина";"37.093935,48.197179"
"28080";"Новотроицкое";"Бердянский район, Запорожская область, Украина";"36.654381,46.959382"
"28081";"Новотроицкое";"Ореховский район, Запорожская область, Украина";"35.732727,47.789227"
"28082";"Новотроицкое";"Новотроицкий район, Херсонская область, Украина";"34.336188,46.354363"
"28092";"Новоград-Волынский";"Житомирская область, Украина";"27.621066,50.593196"
"28119";"Ноўгарад-Северскі";"Чарнігаўская вобласць, Украіна";"33.273643,52.008718"
"28120";"Новгородка";"Новгородковский район, Кировоградская область, Украина";"32.649718,48.355569"
"28122";"Новый Буг";"Николаевская область, Украина";"32.507703,47.684002"
"28123";"Новый Быков";"Бобровицкий район, Черниговская область, Украина";"31.673106,50.596603"
"28124";"Novy Rozdil";"Lviv District, Ukraine";"24.150362,49.469777"
"28125";"Новый Свет";"Старобешевский район, Донецкая область, Украина";"38.018688,47.805866"
"28126";"Новый Стародуб";"Петровский район, Кировоградская область, Украина";"33.16739,48.511497"
"28127";"Новая Басань";"Бобровицкий район, Черниговская область, Украина";"31.508022,50.56756"
"28129";"Новая Кацельня";"Андрушэўскі раён, Жытомірская вобласць, Украіна";"28.931115,50.098551"
"28130";"Новая Одесса";"Николаевская область, Украина";"31.774157,47.310871"
"28131";"Новая Прага";"Александрийский район, Кировоградская область, Украина";"32.890413,48.557232"
"28132";"Новая Ушица";"Новоушицкий район, Хмельницкая область, Украина";"27.271235,48.835372"
"28133";"Новая Іванаўка";"Лазоўскі раён, Харкаўская вобласць, Украіна";"36.206831,48.885877"
"28134";"Nova Haleshchyna";"Kozelshchyna District, Poltava Region, Ukraine";"33.755032,49.1679"
"28135";"Новая Астрахань";"Кременский район, Луганская область, Украина";"38.610058,49.129939"
"28136";"Новая Слобода";"Путивльский район, Сумская область, Украина";"34.119272,51.371346"
"28137";"Норынск";"Аўруцкі раён, Жытомірская вобласць, Украіна";"28.568851,51.267597"
"28138";"Носовка";"Черниговская область, Украина";"31.581478,50.930416"
"28139";"Низы";"Сумской район, Сумская область, Украина";"34.77807,50.780616"
"28141";"Mykolaivka";"Vasylkivka District, Dnipropetrovsk Region, Ukraine";"36.315518,48.276862"
"28143";"Mykolaivka";"Dnipro District, Dnipropetrovsk Region, Ukraine";"34.690511,48.354414"
"28144";"Нікалаеўка";"Новамаскоўскі раён, Днепрапятроўская вобласць, Украіна";"35.17446,48.785498"
"28145";"Mykolaivka";"Petrykivka District, Dnipropetrovsk Region, Ukraine";"34.704318,48.544898"
"28146";"Нікалаеўка";"Петрапаўлаўскі раён, Днепрапятроўская вобласць, Украіна";"36.317198,48.385736"
"28148";"Миколаївка";"Софіївський район, Дніпропетровська область, Україна";"34.155968,47.98528"
"28150";"Mykolaivka";"Berdiansk District, Zaporizhia Region, Ukraine";"36.856457,47.023511"
"28151";"Mykolaivka";"Pryazovske District, Zaporizhia Region, Ukraine";"36.048701,46.871075"
"28153";"Миколаївка";"Станично-Луганський район, Луганська область, Україна";"39.520204,48.590782"
"28155";"Нікалаеўка";"Весялінаўскі раён, Мікалаеўская вобласць, Украіна";"31.257985,47.371755"
"28156";"Миколаївка";"Казанківський район, Миколаївська область, Україна";"32.846234,47.749971"
"28157";"Миколаївка";"Білгород-Дністровський район, Одеська область, Україна";"30.217646,45.9071"
"28158";"Нікалаеўка";"Нікалаўеўскі раён, Адэская вобласць, Украіна";"30.752836,47.538947"
"28159";"Миколаївка";"Овідіопольський район, Одеська область, Україна";"30.331157,46.301579"
"28160";"Миколаївка";"Тарутинський район, Одеська область, Україна";"29.40627,46.369034"
"28161";"Миколаївка";"Ширяївський район, Одеська область, Україна";"30.250138,47.532122"
"28162";"Mykolaivka";"Dvorichna District, Kharkiv Region, Ukraine";"37.889385,49.9229"
"28163";"Mykolaivka";"Zachepylivka District, Kharkiv Region, Ukraine";"35.309881,49.207139"
"28165";"Миколаївка";"Бериславський район, Херсонська область, Україна";"33.252775,46.789656"
"28166";"Миколаївка";"Великолепетиський район, Херсонська область, Україна";"34.235936,47.102978"
"28169";"Нижнегорский";"Нижнегорский район, Республика Крым";"34.734501,45.449737"
"28170";"Т?б?н Торгаи";"Нижние Серогозы районы, Херсон ?лк?се, Украина";"34.260999,46.782165"
"28171";"Ніжнія Серагозы";"Ніжнесерагозскі раён, Херсонская вобласць, Украіна";"34.376657,46.84337"
"28173";"Набережное";"Приморский район, Запорожская область, Украина";"36.229927,46.658216"
"28174";"Надворная";"Ивано-Франковская область, Украина";"24.573037,48.625375"
"28175";"Надднестрянское";"Мурованокуриловецкий район, Винницкая область, Украина";"27.423464,48.644559"
"28176";"Надеждовка";"Братский район, Николаевская область, Украина";"31.716422,47.786436"
"28177";"Найденовка";"Красногвардейский район, Республика Крым";"34.450337,45.272492"
"28179";"Научный";"Бахчисарайский район, Республика Крым";"34.011358,44.72607"
"28180";"Нагорное";"Ренийский район, Одесская область, Украина";"28.44863,45.429487"
"28181";"Аберцін";"Тлумацкі раён, Івана-Франкоўская вобласць, Украіна";"25.169842,48.68937"
"28182";"Ободовка";"Тростянецкий район, Винницкая область, Украина";"29.260213,48.399155"
"28183";"Абухаў";"Кіеўская вобласць, Украіна";"30.627,50.111406"
"28184";"Абуховічы";"Іванкаўскі раён, Кіеўская вобласць, Украіна";"29.771525,50.985671"
"28185";"Ovruch";"Zhytomyr Regoin, Ukraine";"28.808073,51.324525"
"28186";"Ovidiopol";"Ovidiopolsky District, Odesa District, Ukraine";"30.427645,46.251972"
"28187";"Аваднае";"Уладзіміра-Валынскі раён, Валынская вобласць, Украіна";"24.392593,50.925818"
"28188";"Ачаратаватае";"Магдалінаўскі раён, Днепрапятроўская вобласць, Украіна";"35.003134,48.717952"
"28189";"Ачаратаватае";"Такмацкі раён, Запарожская вобласць, Украіна";"35.941855,47.337606"
"28190";"Ачакаў";"Мікалаеўская вобласць, Украіна";"31.545644,46.613999"
"28191";"Азёрнае";"Жытомірскі раён, Жытомірская вобласць, Украіна";"28.736235,50.179454"
"28192";"Азяраны";"Бабровіцкі раён, Чарнігаўская вобласць, Украіна";"31.46643,50.689425"
"28193";"Азяраны";"Варвінскі раён, Чарнігаўская вобласць, Украіна";"32.90387,50.495719"
"28194";"Oktyabrskoye";"Krasnogvardeysky District, Republic of Crimea";"34.131911,45.292348"
"28198";"Окуневка";"Черноморский район, Республика Крым";"32.767344,45.368334"
"28199";"Олевск";"Житомирская область, Украина";"27.648033,51.227873"
"28200";"Еленовка";"Первомайский район, Республика Крым";"34.049302,45.580323"
"28201";"Оленевка";"Черноморский район, Республика Крым";"32.531895,45.377502"
"28202";"Олешня";"Ахтырский район, Сумская область, Украина";"34.744895,50.409534"
"28203";"Олешня";"Репкинский район, Черниговская область, Украина";"31.151131,51.953969"
"28204";"Олеско";"Бусский район, Львовская область, Украина";"24.893898,49.963075"
"28205";"Олишевка";"Черниговский район, Черниговская область, Украина";"31.332761,51.221414"
"28206";"Алыка";"Ківерцыўскі раён, Валынская вобласць, Украіна";"25.816791,50.720692"
"28207";"Olgynka";"Volnovakha District, Donetsk Region, Ukraine";"37.503423,47.694332"
"28208";"Olshanytsa";"Rokytne District, Kyiv Region, Ukraine";"30.623811,49.665385"
"28209";"Ольшаны";"Дергачевский район, Харьковская область, Украина";"35.883635,50.053834"
"28211";"Olshana";"Gorodischensky District, Cherkassi District, Ukraine";"31.208856,49.209681"
"28212";"Ольшанское";"Николаевский район, Николаевская область, Украина";"31.757853,47.16523"
"28213";"Амельнік";"Арэхаўскі раён, Запарожская вобласць, Украіна";"35.885998,47.638413"
"28214";"Ануфрыеўка";"Ануфрыеўскі раён, Кіраваградская вобласць, Украіна";"33.453189,48.904535"
"28215";"Onatskovtsy";"Polonsky District, Khmelnitsky District, Ukraine";"27.478315,49.951437"
"28216";"Апошня";"Зянькоўскі раён, Палтаўская вобласць, Украіна";"34.610866,49.962826"
"28217";"Ордо-Василевка";"Софиевский район, Днепропетровская область, Украина";"33.706918,48.194668"
"28220";"Арэпы";"Наваград-Валынскі раён, Жытомірская вобласць, Украіна";"27.536651,50.498028"
"28221";"Арэхаў";"Запарожская вобласць, Украіна";"35.777724,47.569469"
"28222";"Орлово";"Высокопольский район, Херсонская область, Украина";"33.226104,47.463036"
"28223";"Арлянскае";"Васільеўскі раён, Запарожская вобласць, Украіна";"35.093486,47.338766"
"28224";"Оржица";"Оржицкий район, Полтавская область, Украина";"32.698245,49.793561"
"28225";"Ораное";"Иванковский район, Киевская область, Украина";"30.119757,51.053368"
"28226";"Оратов";"Оратовский район, Винницкая область, Украина";"29.538664,49.192127"
"28227";"Отрадное";"Бахчисарайский район, Республика Крым";"33.733077,44.860755"
"28228";"Ohmatov";"Zhashkovsky District, Cherkassi District, Ukraine";"30.235307,49.179361"
"28229";"Ахоцкае";"Ніжнягорскі раён, Крым";"34.857076,45.485987"
"28230";"Ахрымоўцы";"Вінькавецкі раён, Хмяльніцкая вобласць, Украіна";"27.274451,49.105167"
"28231";"Ажэнін";"Астрожскі раён, Ровенская вобласць, Украіна";"26.48308,50.441871"
"28232";"Ozhidov";"Busksky District, Lviv District, Ukraine";"24.810902,49.960009"
"28233";"Асмалода";"Ражнятоўскі раён, Івана-Франкоўская вобласць, Украіна";"24.018992,48.649411"
"28234";"Осова";"Дубровицкий район, Ровенская область, Украина";"26.355079,51.471802"
"28235";"Осова";"Костопольский район, Ровенская область, Украина";"25.977841,51.087462"
"28236";"Асоеўка";"Краснапольскі раён, Сумская вобласць, Украіна";"35.159584,50.901625"
"28237";"Асцёр";"Чарнігаўская вобласць, Украіна";"30.881007,50.947852"
"28238";"Острог";"Ровенская область, Украина";"26.513668,50.327775"
"28240";"Осипенко";"Бердянский район, Запорожская область, Украина";"36.818961,46.916638"
"28241";"Оситняжка";"Кировоградский район, Кировоградская область, Украина";"32.180771,48.676201"
"28242";"Оситняжка";"Новомиргородский район, Кировоградская область, Украина";"31.812084,48.906436"
"28243";"Асьмігавічы";"Турынскі раён, Валынская вобласць, Украіна";"24.792972,50.92638"
"28244";"Pechenezhin";"Kolomysky District, Ivano-Frankovsk District, Ukraine";"24.889298,48.509999"
"28245";"Pechenihy";"Pechenihy District, Kharkiv Region, Ukraine";"36.932302,49.864659"
"28246";"Pechera";"Tulchyn District, Vinnytsia Region, Ukraine";"28.720065,48.855074"
"28247";"Пянькі";"Стараканстанцінаўскі раён, Хмяльніцкая вобласць, Украіна";"27.081753,49.921786"
"28250";"Pervomajsk";"Mykolaiv District, Ukraine";"30.84538,48.04886"
"28257";"Pervomaiskyi";"Kharkiv Region, Ukraine";"36.21612,49.372921"
"28259";"Perevalsk";"Luhansk Region, Ukraine";"38.819617,48.435697"
"28260";"Пярэчын";"Закарпацкая вобласць, Украіна";"22.473153,48.740315"
"28267";"Pereiaslav-Khmelnytskyi";"Kyiv Region, Ukraine";"31.46343,50.07276"
"28269";"Пярэспа";"Ражышчанскі раён, Валынская вобласць, Украіна";"25.172591,50.976904"
"28270";"Перово";"Симферопольский район, Республика Крым";"34.05683,44.928318"
"28271";"Пярга";"Волеўскі раён, Жытомірская вобласць, Украіна";"27.894549,51.398119"
"28290";"Петрово";"Знаменский район, Кировоградская область, Украина";"32.695227,48.69577"
"28291";"Петрово";"Петровский район, Кировоградская область, Украина";"33.274892,48.339456"
"28296";"Заречное";"Волчанский район, Харьковская область, Украина";"36.845084,50.103058"
"28297";"Украинское";"Лозовский район, Харьковская область, Украина";"36.082414,49.00003"
"28298";"Петропавловка";"Петропавловский район, Днепропетровская область, Украина";"36.440366,48.454135"
"28299";"Петропавловка";"Богодуховский район, Харьковская область, Украина";"35.688566,50.053498"
"28300";"Петропавловка";"Волчанский район, Харьковская область, Украина";"37.143253,50.160697"
"28301";"Петропавловка";"Купянский район, Харьковская область, Украина";"37.717187,49.720903"
"28302";"Петриковка";"Петриковский район, Днепропетровская область, Украина";"34.631438,48.726743"
"28303";"Петриковка";"Солонянский район, Днепропетровская область, Украина";"34.442154,47.991781"
"28304";"Pishchanka";"Pishchanka District, Vinnytsia Region, Ukraine";"28.889056,48.205748"
"28305";"Pishchane";"Kremenchuk District, Poltava Region, Ukraine";"33.399677,49.120989"
"28306";"Pishchane";"Reshetylivka District, Poltava Region, Ukraine";"34.150632,49.740724"
"28307";"Peschanaya";"Baltsky District, Odesa District, Ukraine";"29.729592,48.127072"
"28308";"Пяскоўка";"Барадзянскі раён, Кіеўская вобласць, Украіна";"29.586831,50.697533"
"28309";"Пяскі";"Казельшчыцкі раён, Палтаўская вобласць, Украіна";"33.672118,49.303054"
"28310";"Pisky";"Lokhvytsia District, Poltava Region, Ukraine";"33.448249,50.37548"
"28311";"Pisky";"Lubny District, Poltava Region, Ukraine";"33.089282,50.01682"
"28312";"Pisky";"Dvorichna District, Kharkiv Region, Ukraine";"37.907342,49.981504"
"28313";"Pisochyn";"Kharkiv Dictrict, Kharkiv Region, Ukraine";"36.108079,49.953535"
"28314";"Plodovoe";"Bakhchisaray District, Republic of Crimea";"33.855051,44.871724"
"28315";"Plodovoe";"Nizhnegorsky District, Republic of Crimea";"34.723057,45.449749"
"28316";"Plyskiv";"Pohrebyshche District, Vinnytsia Region, Ukraine";"29.285015,49.369289"
"28317";"Plysky";"Borzna District, Chernihiv Region, Ukraine";"32.432532,51.107378"
"28318";"Povorsk";"Kovel District, Volyn Oblast, Ukraine";"25.126813,51.26385"
"28319";"Pochtovoe";"Bakhchisaray District, Republic of Crimea";"33.963423,44.836785"
"28320";"Pochaev";"Ternopil District, Ukraine";"25.509028,50.002747"
"28321";"Podbuzh";"Drogobytsky District, Lviv District, Ukraine";"23.244968,49.332276"
"28322";"Підкамінь";"Бродівський район, Львівська область, Україна";"25.322879,49.944505"
"28323";"Pidlisne";"Oleksandrivka District, Kirovohrad Region, Ukraine";"32.253166,48.784073"
"28324";"Pidhirne";"Vasylivka District, Zaporizhia Region, Ukraine";"35.364301,47.435737"
"28325";"Pidhirne";"Novomykolaivka District, Zaporizhia Region, Ukraine";"35.756578,47.925469"
"28326";"Pidhorodne";"Dnipropetrovsk Region, Ukraine";"35.102343,48.574922"
"28327";"Podgorodnaya";"Pervomaysky District, Mykolaiv District, Ukraine";"30.885741,48.109845"
"28328";"Podgaytsi";"Ternopil District, Ukraine";"25.138904,49.275173"
"28330";"Pii";"Myronivka District, Kyiv Region, Ukraine";"31.125151,49.868933"
"28332";"Pokrovske";"Nikopol District, Dnipropetrovsk Region, Ukraine";"34.150659,47.553757"
"28333";"Pokrovske";"Pokrovske District, Dnipropetrovsk Region, Ukraine";"36.233781,47.982404"
"28335";"Pokrovske";"Troitske District, Luhansk Region, Ukraine";"38.227367,49.72997"
"28339";"Polonnoe";"Khmelnitsky District, Ukraine";"27.510924,50.11683"
"28340";"Pology";"Zaporizhia Region, Ukraine";"36.276037,47.475511"
"28341";"Полтавка";"Гуляйпольский район, Запорожская область, Украина";"36.477458,47.716694"
"28342";"Полтавка";"Красногвардейский район, Республика Крым";"34.187894,45.351608"
"28343";"Pomoryany";"Zolochiv District, Lviv District, Ukraine";"24.938077,49.643514"
"28344";"Pomichna";"Kirovohrad Region, Ukraine";"31.406055,48.243192"
"28346";"Poninka";"Polonsky District, Khmelnitsky District, Ukraine";"27.563691,50.185228"
"28347";"Popelnaste";"Oleksandria Dictrict, Kirovohrad Region, Ukraine";"33.712946,48.661064"
"28348";"Popivka";"Zinkiv District, Poltava Region, Ukraine";"34.582695,49.974298"
"28349";"Popivka";"Karlivka District, Poltava Region, Ukraine";"35.176122,49.44947"
"28350";"Popivka";"Myrhorod District, Poltava Region, Ukraine";"33.634182,50.096372"
"28351";"Поповка";"Хорольский район, Полтавская область, Украина";"33.354015,49.780272"
"28352";"Popivka";"Velyka Pysarivka District, Sumi District, Ukraine";"35.454402,50.497478"
"28353";"Popivka";"Konotop District, Sumi District, Ukraine";"33.115333,51.233541"
"28354";"Popasne";"Novomoskovsk District, Dnipropetrovsk Region, Ukraine";"35.528819,48.812369"
"28355";"Popasna";"Luhansk Region, Ukraine";"38.376577,48.63376"
"28358";"Potik";"Myronivka District, Kyiv Region, Ukraine";"31.054373,49.762457"
"28359";"Potiivka";"Radomyshl District, Zhytomyr Regoin, Ukraine";"28.973237,50.617686"
"28360";"Pozhnia";"Velyka Pysarivka District, Sumi District, Ukraine";"35.339211,50.5127"
"28361";"Pohrebniaky";"Semenivka District, Poltava Region, Ukraine";"32.79529,49.585391"
"28362";"Pohrebyshche";"Vinnytsia Region, Ukraine";"29.2734,49.487026"
"28363";"Прэслаў";"Прыморскі раён, Запарожская вобласць, Украіна";"36.215985,46.68475"
"28369";"Prosiana";"Pokrovske District, Dnipropetrovsk Region, Ukraine";"36.373765,48.119211"
"28370";"Prudianka";"Derhachi District, Kharkiv Region, Ukraine";"36.185954,50.244814"
"28379";"Prykolotne";"Velykyi Burluk District, Kharkiv Region, Ukraine";"37.350575,50.160622"
"28381";"Pryluky";"Chernihiv Region, Ukraine";"32.385595,50.582564"
"28382";"Prymorsk";"Zaporizhia Region, Ukraine";"36.356769,46.726049"
"28383";"Pryshyb";"Mikhailivka Dictrict, Zaporizhia Region, Ukraine";"35.32297,47.252926"
"28384";"Pryazovske";"Pryazovske District, Zaporizhia Region, Ukraine";"35.634541,46.737982"
"28385";"Ptichie";"Dubensky District, Rovno District, Ukraine";"25.60336,50.313563"
"28386";"Pukov";"Rogatinsky District, Ivano-Frankovsk District, Ukraine";"24.69272,49.399949"
"28387";"Путивль";"Сумская область, Украина";"33.863082,51.3378"
"28388";"Путила";"Путильский район, Черновицкая область, Украина";"25.103879,47.995019"
"28389";"Пушкино";"Джанкойский район, Республика Крым";"34.388596,45.845684"
"28390";"Пушкино";"Красногвардейский район, Республика Крым";"34.304999,45.539507"
"28391";"Пушкино";"Советский район, Республика Крым";"34.973489,45.201941"
"28392";"Pustoviitove";"Hlobyne District, Poltava Region, Ukraine";"33.384792,49.336832"
"28393";"Pustomiti";"Lviv District, Ukraine";"23.905517,49.720454"
"28394";"Pivdenne";"Kharkiv Region, Ukraine";"36.064412,49.876573"
"28395";"Pyrohivka";"Shostka District, Sumi District, Ukraine";"33.29558,51.912866"
"28396";"Piriatyn";"Poltava Region, Ukraine";"32.516237,50.244174"
"28397";"Pysmenne";"Vasylkivka District, Dnipropetrovsk Region, Ukraine";"35.805715,48.201743"
"28398";"Piatykhatky";"Dnipropetrovsk Region, Ukraine";"33.702849,48.413737"
"28399";"Piatyhirske";"Balakliia District, Kharkiv Region, Ukraine";"36.601551,49.441369"
"28401";"Pavlohrad";"Dnipropetrovsk Region, Ukraine";"35.869532,48.531422"
"28402";"Pavlysh";"Onufriivka District, Kirovohrad Region, Ukraine";"33.342993,48.921161"
"28403";"Пантаевка";"Александрийский район, Кировоградская область, Украина";"32.894734,48.675945"
"28404";"Панютино";"Харьковская область, Украина";"36.274887,48.940741"
"28405";"Rykove";"Genichesky District, Kherson District, Ukraine";"34.752522,46.330753"
"28409";"Paharevka";"Dzhankoy District, Republic of Crimea";"34.164224,45.834678"
"28410";"Речки";"Белопольский район, Сумская область, Украина";"34.497113,51.11889"
"28411";"Рени";"Одесская область, Украина";"28.271069,45.457627"
"28412";"Ripky";"Ripky District, Chernihiv Region, Ukraine";"31.083595,51.802452"
"28413";"Reshetylivka";"Reshetylivka District, Poltava Region, Ukraine";"34.072308,49.5585"
"28414";"Rivne";"Novoukrainka District, Kirovohrad Region, Ukraine";"31.749112,48.240396"
"28416";"Rozivka";"Rozivka District, Zaporizhia Region, Ukraine";"37.069726,47.398276"
"28417";"Розовка";"Акимовский район, Запорожская область, Украина";"34.961272,46.506875"
"28418";"Rodynske";"Donetsk Region, Ukraine";"37.210034,48.353103"
"28420";"Rokitnoe";"Rokytnivsky District, Rovno District, Ukraine";"27.224424,51.261313"
"28421";"Ромодан";"Лубенский район, Полтавская область, Украина";"33.218145,49.890805"
"28422";"Ромодан";"Миргородский район, Полтавская область, Украина";"33.32208,49.995208"
"28423";"Romankovtsy";"Sokiryansky District, Chernovtci District, Ukraine";"27.21465,48.48309"
"28424";"Rotmistrovka";"Smolyansky District, Cherkassi District, Ukraine";"31.715839,49.149011"
"28425";"Rozhnyativ";"Rozhnyatovsky District, Ivano-Frankovsk District, Ukraine";"24.156309,48.936847"
"28426";"Rozhishche";"Volyn Oblast, Ukraine";"25.270094,50.913024"
"28427";"Rogoziv";"Boryspil District, Kyiv Region, Ukraine";"31.050358,50.235688"
"28428";"Rohan";"Kharkiv Dictrict, Kharkiv Region, Ukraine";"36.48636,49.903774"
"28429";"Rogatin";"Ivano-Frankovsk District, Ukraine";"24.615016,49.412359"
"28432";"Rubtsi";"Lyman District, Donetsk Region, Ukraine";"37.566593,49.177265"
"28433";"Rudenkivka";"Novi Sanzhary District, Poltava Region, Ukraine";"34.406338,49.322894"
"28434";"Rudki";"Lviv District, Ukraine";"23.486821,49.652859"
"28435";"Rudnytsia";"Pishchanka District, Vinnytsia Region, Ukraine";"28.936218,48.259133"
"28436";"Rudivka";"Pryluky District, Chernihiv Region, Ukraine";"32.167655,50.566135"
"28437";"Runivshchyna";"Poltava District, Poltava Region, Ukraine";"34.753231,49.697344"
"28438";"Ruzhyn";"Ruzhyn District, Zhytomyr Regoin, Ukraine";"29.221343,49.723238"
"28439";"Русановка";"Липоводолинский район, Сумская область, Украина";"33.739959,50.508272"
"28440";"Russkaya Polyana";"Cherkassky District, Cherkassi District, Ukraine";"31.92264,49.414018"
"28441";"Rzhyshchiv";"Kyiv Region, Ukraine";"31.043477,49.961748"
"28442";"Риб'янцеве";"Новопсковський район, Луганська область, Україна";"39.024181,49.477433"
"28443";"Rybakovka";"Berezansky District, Mykolaiv District, Ukraine";"31.403045,46.6203"
"28444";"Riabyna";"Velyka Pysarivka District, Sumi District, Ukraine";"35.228072,50.346937"
"28445";"Pyasnopol";"Berezovsky District, Odesa District, Ukraine";"31.185653,47.072761"
"28446";"Rava-Russkaya";"Lviv District, Ukraine";"23.624165,50.225033"
"28447";"Razdolnoye";"Razdolnensky District, Republic of Crimea";"33.487999,45.770114"
"28449";"Razdolnoe";"Kalanchaksky District, Kherson District, Ukraine";"33.233623,46.158422"
"28450";"Razdolnoe";"Kakhovka District, Kherson District, Ukraine";"33.546075,46.689498"
"28451";"Rozumivka";"Zaporizhia District, Zaporizhia Region, Ukraine";"35.13815,47.75254"
"28452";"Radekhiv";"Lviv District, Ukraine";"24.645046,50.278277"
"28453";"Radomyshl";"Zhytomyr Regoin, Ukraine";"29.257967,50.492986"
"28454";"Radostnoe";"Ivanovsky District, Odesa District, Ukraine";"30.339691,46.999818"
"28457";"Radushne";"Kryvyi Rih District, Dnipropetrovsk Region, Ukraine";"33.493281,47.824218"
"28458";"Radyvonivka";"Yakymivka District, Zaporizhia Region, Ukraine";"35.248149,46.65962"
"28459";"Raihorodka";"Novoaidar District, Luhansk Region, Ukraine";"39.079392,48.81969"
"28460";"Raihorodka";"Svatovo District, Luhansk Region, Ukraine";"37.965202,49.373325"
"28461";"Raihorodok";"Sloviansk District, Donetsk Region, Ukraine";"37.724041,48.900176"
"28462";"Ratno";"Ratnovsky District, Volyn Oblast, Ukraine";"24.525759,51.665898"
"28463";"Rafalovka";"Vladimiretsky District, Rovno District, Ukraine";"25.997343,51.309145"
"28464";"Rakhny-Lisovi";"Sharhorod District, Vinnytsia Region, Ukraine";"28.48202,48.789059"
"28465";"Rakhiv";"Zakarpattia District, Ukraine";"24.203803,48.053702"
"28466";"Цяльманава";"Цельманаўскі раён, Данецкая вобласць, Украіна";"38.010963,47.413797"
"28467";"Teofipol";"Teofipolske District, Khmelnitsky District, Ukraine";"26.411925,49.841525"
"28468";"Цеплік";"Цяпліцік раён, Вінніцкая вобласць, Украіна";"29.744917,48.66658"
"28469";"Церабоўля";"Цярнопальская вобласць, Украіна";"25.689913,49.300088"
"28471";"Цярноўка";"Вольнянскі раён, Запарожская вобласць, Украіна";"35.333067,48.121858"
"28472";"Цернаватае";"Нованікалаеўскі раён, Запарожская вобласць, Украіна";"36.129998,47.82962"
